ID,FEMALE,MALE,ETHBLACK,ETHHISP,ETHWHITE,AGE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCDO,SINGLE,MARRIED,DIVORCED,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,ASVAB01,ASVAB02,ASVAB03,ASVAB04,ASVAB05,ASVAB06,ASVABC,HEIGHT,WEIGHT85,WEIGHT02,SM,SF,SIBLINGS,LIBRARY,POV78,EXP,EARNINGS,HOURS,TENURE,COLLBARG,CATGOV,CATPRI,CATSE,URBAN,REGNE,REGNC,REGW,REGS
90,0,1,0,0,1,43,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,64,57,56,46,55,62.262951,72,156,165,5,4,2,1,0,21.153847,44.32,41,2.6538463,0,0,1,0,1,1,0,0,0
4313,0,1,1,0,0,38,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,34,38,35,35,41,43,36.364094,71,155,170,11,10,6,0,1,9.0769234,7.5,40,.71153843,0,0,1,0,1,0,0,0,1
945,0,1,0,0,1,43,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,50,49,52,59,47,50,53.539127,70,170,168,12,12,1,1,0,21.134615,10.67,60,5.8846154,0,1,0,0,1,0,1,0,0
4129,0,1,0,0,1,39,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50,57,51,50,50,54,55.174843,67,143,175,6,6,4,1,0,15.557693,14.21,40,3.4615386,0,0,1,0,0,0,0,0,1
1957,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28,43,34,29,26,37,37.18195,75,164,170,12,12,3,0,0,22.423077,9.3699999,16,1.9230769,0,0,1,0,1,1,0,0,0
730,0,1,0,0,1,41,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,55,52,62,60,59,57.628418,72,180,180,12,12,3,1,0,17.5,36.049999,48,6.4038463,0,0,1,0,0,0,1,0,0
669,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46,61,55,59,52,48,60.899853,70,145,150,11,8,4,1,0,19.326923,13.34,40,13.019231,0,0,1,0,1,0,1,0,0
5402,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,36,48,47,52,32,42.089104,72,220,230,12,18,6,0,0,21.557692,19.23,40,13.730769,1,0,1,0,1,0,1,0,0
2550,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,61,51,53,49,51,58.173656,70,161,208,12,18,3,0,0,19.538462,15.66,45,17.884615,0,0,1,0,1,0,1,0,0
616,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,42,38,26,32,20,25,33.092659,64,130,135,9,9,3,0,0,19.461538,14.5,40,1.8269231,0,0,1,0,1,0,1,0,0
2264,0,1,1,0,0,42,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46,46,43,56,49,42,48.631973,71,230,265,12,10,0,0,0,21.942308,13.65,40,3.5961537,0,0,1,0,0,0,0,0,1
5558,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,32,31,26,23,21,29,26.822407,72,194,220,6,3,3,0,1,20.51923,13.8,60,16.403847,0,0,1,0,0,0,0,0,1
11998,0,1,0,0,1,42,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,64,61,56,56,55,63.353432,68,167,190,15,13,1,1,0,9.25,44.18,40,5.6538463,0,0,1,0,0,0,0,0,1
4832,0,1,0,0,1,41,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,58,64,55,53,62,59,60.899853,71,160,175,9,12,2,0,1,18.673077,33.650002,40,20.711538,0,0,1,0,0,0,1,0,0
11945,0,1,0,1,0,37,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28,35,34,38,42,39,35.273613,66,140,185,3,3,8,0,1,14.230769,15,50,4.7307692,0,0,1,0,1,0,0,0,1
3676,0,1,0,0,1,41,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,52,65,56,59,53,54,63.353432,71,155,170,12,16,5,1,0,17.98077,26.92,50,2.0576923,0,0,1,0,1,0,1,0,0
11791,0,1,0,0,1,38,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,50,52,53,55,54,52.448647,69,140,190,12,8,2,1,0,14.596154,57.689999,50,7.9807692,0,0,1,0,1,0,1,0,0
18,0,1,0,0,1,44,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,62,66,61,59,62,59,65.261765,66,155,170,12,16,2,1,0,22.076923,113.96,27,15.923077,0,0,1,0,1,0,0,1,0
684,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44,47,39,44,42,44,44.8153,72,260,263,12,12,2,1,0,22.173077,33.220001,42,23.576923,1,0,1,0,1,0,1,0,0
2043,0,1,0,0,1,45,17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60,61,57,62,48,50,62.262951,72,170,175,6,13,11,1,1,18.326923,40.139999,42,12.557693,0,1,0,0,0,0,1,0,0
2980,0,1,0,0,1,44,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,68,66,61,59,62,65,65.261765,69,137,165,16,12,1,1,0,16.865385,22.18,50,8.8653851,0,0,1,0,0,0,1,0,0
540,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,40,42,35,41,62,47,40.180767,69,175,230,8,8,3,1,0,16.73077,16.25,40,.46153846,0,0,1,0,1,0,0,1,0
1081,0,1,0,0,1,40,14,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,58,51,55,59,48,43,55.447464,69,155,230,16,16,3,1,0,18.288462,15,45,1.4038461,0,0,1,0,1,0,0,0,1
3139,0,1,0,0,1,38,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,57,55,59,52,50,58.718899,67,150,180,12,10,1,1,0,16.442308,8.8800001,45,1.3076923,0,0,1,0,1,1,0,0,0
955,0,1,0,0,1,43,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,66,50,56,47,61,54,51.903408,73,175,185,12,12,2,1,0,22.48077,16,40,1.9615384,0,0,1,0,1,0,1,0,0
2172,0,1,0,0,1,39,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48,50,44,50,53,43,49.449833,72,205,248,13,9,1,0,0,17,18,47,12.173077,0,0,1,0,0,0,0,0,1
2191,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,54,51,47,42,42,52.721268,76,295,400,10,11,1,0,0,22.634615,11.32,45,2.1346154,0,0,1,0,1,0,0,0,1
4380,0,1,0,0,1,45,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,64,56,62,62,48,63.626049,76,210,250,12,20,9,1,0,22.307692,18.5,53,7.2692308,0,0,1,0,1,0,0,1,0
4646,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,49,44,50,53,54,48.904594,67,170,190,11,10,8,1,0,21.75,25,40,4.2115383,1,0,1,0,1,0,0,1,0
4695,0,1,1,0,0,43,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,65,61,56,50,47,63.89867,73,205,248,16,16,0,1,0,19.153847,38.459999,40,4.9230771,0,0,1,0,1,0,0,0,1
4701,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,54,58,47,53,51,50,55.447464,70,180,210,12,16,2,1,0,22.173077,45.349998,53,3.5,0,0,1,0,0,1,0,0,0
3591,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,61,52,59,58,49,60.081997,70,163,185,12,12,6,0,0,22.98077,26.82,38,21.038462,1,0,1,0,1,0,1,0,0
11976,0,1,0,1,0,39,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,32,42,26,38,30,48,36.909332,72,185,282,5,14,6,1,1,21.01923,12.4,35,5.0384617,0,1,0,0,1,1,0,0,0
2032,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,36,40,37,41,41,42,39.635529,74,175,300,12,15,2,1,0,19.01923,12.83,47,13.076923,0,0,1,0,1,0,1,0,0
1950,0,1,0,0,1,40,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,62,46,60,50,60,62,51.630787,77,235,310,12,16,1,1,0,17.076923,16.110001,45,1.7115384,0,0,1,0,1,1,0,0,0
2509,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,58,59,56,59,62,60,60.081997,71,142,220,12,17,3,1,0,18.557692,30,45,11.826923,0,0,1,0,1,0,1,0,0
4303,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,57,48,41,43,48,51.903408,72,192,202,12,14,2,1,0,18.846153,15.23,50,3.9615386,0,0,1,0,1,0,0,0,1
3838,0,1,0,0,1,37,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,42,48,53,61,53,46.996254,72,165,210,12,12,3,1,0,17.942308,19.23,50,1.8076923,0,0,1,0,1,0,1,0,0
2702,0,1,0,1,0,44,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,59,55,59,56,57,59.809376,68,156,172,5,0,8,1,0,21.153847,18.98,43,1.6923077,0,0,1,0,1,0,0,0,1
1268,0,1,0,0,1,43,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,66,64,61,62,53,55,64.989151,73,165,190,12,12,2,1,0,8.6923075,27.09,55,1.3461539,0,0,1,0,0,0,0,0,1
488,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,46,52,47,43,47,48.631973,68,179,190,15,14,4,1,0,9.7307692,19.23,42,3.8653846,1,1,0,0,0,0,0,0,1
12056,0,1,0,0,1,42,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,62,61,59,56,46,48,61.172474,76,250,270,16,14,2,1,0,12.961538,2.5,60,10.980769,0,0,0,1,1,0,0,0,1
12100,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,57,47,50,56,56,54.084366,71,170,185,8,16,3,1,0,21.038462,16.620001,40,3.2884614,0,1,0,0,1,0,0,1,0
2870,0,1,0,0,1,40,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,62,66,51,56,56,53,61.717712,68,165,205,15,16,5,1,0,9.25,22.389999,46,17.76923,0,0,1,0,1,1,0,0,0
408,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,64,66,57,62,53,52,64.989151,73,220,250,12,12,5,1,0,22.788462,28.790001,40,18.615385,1,0,1,0,0,1,0,0,0
1651,0,1,0,1,0,39,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,52,58,52,50,62,65,55.992702,71,185,250,11,9,3,1,0,21.288462,33.220001,40,18.01923,1,0,1,0,1,0,0,1,0
4390,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,40,42,43,38,52,48,41.543865,68,140,176,12,8,2,0,0,19.057692,15.04,40,1.4615384,0,0,1,0,1,0,0,1,0
5359,0,1,0,0,1,44,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,58,65,60,53,55,54,62.808189,70,185,300,12,12,3,1,0,23.211538,11,40,3.5192308,0,0,1,0,1,0,1,0,0
1784,0,1,0,0,1,38,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,64,57,60,53,42,43,58.446278,68,145,240,12,15,1,1,0,10.903846,39.529999,40,1.9038461,0,0,1,0,1,0,0,1,0
2341,0,1,0,0,1,41,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,54,65,51,59,62,63,61.990334,70,163,175,12,12,3,1,0,20.826923,31.25,40,15.038462,1,0,1,0,0,0,0,0,1
2547,0,1,1,0,0,37,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,43,48,47,41,37,45.905777,69,160,175,12,8,3,0,0,15.365385,18.559999,40,11.923077,1,0,1,0,0,0,1,0,0
2091,0,1,0,0,1,39,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,40,34,31,23,39,45,29.821222,73,135,145,11,5,10,1,1,14.076923,9,32,6.3461537,1,1,0,0,1,0,1,0,0
3971,0,1,0,0,1,39,19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66,66,60,62,49,48,65.807007,74,180,220,14,11,2,1,0,8.2307692,32.689999,50,14.769231,1,1,0,0,1,0,0,0,1
3215,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,62,53,60,59,51,42,57.901039,70,153,160,12,16,5,1,0,22.846153,17.299999,40,22.423077,0,1,0,0,1,1,0,0,0
2378,0,1,0,0,1,37,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,42,53,42,53,61,50,51.35817,72,190,215,11,12,3,0,0,18.134615,15.69,40,14.788462,1,1,0,0,1,0,0,1,0
4977,0,1,0,0,1,42,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48,40,34,32,43,47,36.364094,67,168,200,12,6,3,1,0,15.269231,8,40,5.8269229,0,0,1,0,1,0,0,0,1
12050,0,1,1,0,0,43,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,42,50,48,50,59,42,50.54031,66,162,175,11,12,7,1,0,19.211538,14,50,.44230768,0,0,1,0,1,0,0,0,1
2816,0,1,0,0,1,41,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,38,36,44,32,50,52,36.909332,73,194,188,7,12,0,0,0,19.846153,26.219999,44,17.788462,1,0,1,0,0,0,0,0,1
944,0,1,0,0,1,42,18,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,64,66,61,59,62,71,65.261765,70,140,160,12,12,0,1,0,18.73077,24.5,38,11.384615,1,1,0,0,1,0,1,0,0
201,0,1,0,0,1,45,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,65,61,56,62,60,63.89867,70,165,195,13,20,1,1,0,20.192308,105.7,55,5.4423075,0,0,1,0,0,1,0,0,0
12093,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,53,50,44,46,45,51.085548,75,180,190,12,12,2,1,0,20.307692,15,41,22.76923,0,0,1,0,0,0,0,0,1
2999,0,1,0,0,1,43,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,58,59,59,53,56,55,59.264137,66,140,165,8,8,3,1,0,21.48077,15.86,52,11.134615,0,0,1,0,1,1,0,0,0
2976,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48,58,50,59,43,41,57.901039,68,155,215,12,14,3,1,0,19.307692,21.23,48,17.942308,1,1,0,0,1,1,0,0,0
2800,0,1,0,0,1,40,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,64,65,61,59,51,64,64.71653,71,170,250,12,12,1,1,0,11.865385,50.16,46,2.8076923,0,0,1,0,1,0,1,0,0
12110,0,1,0,0,1,37,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,58,55,52,47,24,46,53.539127,74,195,220,12,12,3,1,0,15.596154,35.040001,45,11.115385,0,0,1,0,1,0,1,0,0
5456,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46,40,31,29,50,44,34.728374,68,195,150,5,0,3,1,0,16.076923,9.4099998,48,1.3076923,0,0,1,0,0,0,0,0,1
4261,0,1,0,0,1,43,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,44,43,38,38,44,46,40.726006,67,145,186,10,12,1,0,0,20.788462,18,40,4.9038463,0,0,1,0,1,0,0,0,1
3967,0,1,0,1,0,44,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,64,51,56,54,55,60.627235,73,190,200,14,18,1,1,0,21.73077,41.02,45,21.788462,0,0,1,0,1,0,0,0,1
815,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,62,48,56,44,48,58.718899,69,160,165,16,17,1,1,0,20.865385,10,45,4.9423075,0,0,1,0,1,0,1,0,0
4394,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,50,51,50,56,55,57,53.266506,73,208,205,16,17,3,1,0,21.115385,65.110001,25,7.1153846,0,0,0,1,1,0,0,1,0
797,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,51,57,56,62,34,55.174843,73,240,260,11,12,2,1,0,19.365385,25.9,40,2.0192308,1,0,1,0,1,0,1,0,0
769,0,1,0,0,1,41,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,54,42,59,41,50,49,46.723637,70,130,155,12,12,1,1,0,18.096153,17.75,40,1.4423077,1,0,1,0,1,0,1,0,0
4983,0,1,0,0,1,38,12,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,42,35,50,32,42,36,37.999809,69,150,190,8,8,9,1,0,18.807692,16.5,40,11.115385,0,0,1,0,1,0,0,0,1
5307,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,44,38,48,47,40,39,43.179581,73,190,210,10,6,6,0,1,21.423077,12.19,40,18.596153,0,0,1,0,0,0,1,0,0
4508,0,1,0,0,1,44,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,56,62,57,44,62,44,57.901039,76,250,242,16,18,3,1,1,19.73077,25.639999,45,19.76923,0,0,1,0,1,0,0,1,0
5407,0,1,0,0,1,38,10,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48,34,39,47,46,45,38.545048,66,125,150,12,10,1,1,0,17.48077,14,40,1.9423077,0,0,1,0,0,0,0,1,0
139,0,1,0,0,1,38,15,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,56,58,56,59,49,50,59.536755,68,170,155,16,16,4,1,0,15.653846,28.84,50,7.8653846,0,0,1,0,1,0,0,0,1
3612,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,42,52,44,40,46,45.63316,71,160,210,12,12,4,1,0,14.653846,13.25,40,3.5,1,0,1,0,1,0,1,0,0
119,0,1,0,0,1,45,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48,35,56,56,37,42,46.178398,71,155,178,11,8,2,0,0,19.923077,18.75,40,6.7692308,0,0,1,0,1,1,0,0,0
5020,0,1,0,0,1,44,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,68,66,61,56,60,63,64.443909,71,165,180,19,20,2,1,0,15.019231,33.650002,40,6.5384617,0,0,1,0,1,0,0,1,0
2838,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,66,66,60,56,58,50,64.171288,68,170,185,12,8,2,1,0,11.942307,26.49,45,11.846154,0,1,0,0,1,0,0,1,0
11776,0,1,1,0,0,44,10,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,42,35,54,53,53,52,44.8153,65,150,198,10,8,2,1,0,21.692308,13.73,42,6.8846154,0,0,1,0,1,1,0,0,0
5306,0,1,0,0,1,38,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,50,47,44,35,46,39,43.724819,70,190,200,9,9,4,0,0,17.057692,10.76,50,6.9807692,0,0,1,0,0,0,1,0,0
3561,0,1,0,0,1,38,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,38,30,20,27,34,30.911701,69,205,230,12,10,4,0,0,17.673077,15.55,48,13.288462,1,0,1,0,1,0,1,0,0
3569,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44,35,44,47,46,59,40.453384,73,190,230,12,12,4,0,0,19.596153,15.6,50,20.903847,0,0,1,0,0,0,1,0,0
12088,0,1,0,0,1,41,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60,65,59,62,52,50,64.989151,72,200,255,13,14,3,0,0,19.903847,17,40,11.884615,0,1,0,0,0,0,1,0,0
2584,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,32,38,26,35,36,45,33.910515,76,170,206,8,2,12,0,0,15.230769,12,40,6.8461537,0,0,1,0,2,0,0,0,1
2187,0,1,0,0,1,40,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,52,46,52,41,46,50,46.996254,68,230,230,12,14,1,1,0,21.692308,30,50,18.211538,0,0,1,0,0,0,0,0,1
3290,0,1,0,0,1,41,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,60,64,60,59,53,59,63.89867,73,175,220,12,12,2,1,0,17.403847,41.150002,50,2.2115386,0,0,1,0,0,0,0,1,0
1802,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,66,61,52,50,53,42,57.628418,74,170,220,12,16,5,1,0,17.653847,13,40,1.9807693,0,0,1,0,1,0,0,1,0
2772,0,1,1,0,0,38,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,32,38,38,35,49,31,37.18195,72,179,245,12,16,10,0,0,18.461538,8,40,2.3269231,0,1,0,0,0,0,0,0,1
1288,0,1,1,0,0,44,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,28,39,30,44,52,49,37.999809,72,178,245,10,9,9,1,0,19.884615,11.64,40,19,1,1,0,0,1,0,0,0,1
3346,0,1,0,0,1,39,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,42,40,38,29,48,49,36.636711,67,180,180,12,12,2,1,0,19.26923,17.5,60,18.346153,0,0,1,0,1,0,1,0,0
701,0,1,0,0,1,42,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42,31,43,41,30,39,36.364094,67,125,125,12,12,2,1,0,15.346154,6.5,38,1.1346154,0,0,1,0,1,0,1,0,0
4513,0,1,0,1,0,43,15,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,48,59,57,56,61,41,59.536755,68,170,210,11,11,2,1,0,20.076923,18.6,40,7.1538463,0,0,1,0,1,0,0,1,0
4900,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,53,55,56,43,48,55.720081,70,155,190,12,7,2,0,0,21.115385,18.75,40,6.0192308,1,0,1,0,0,0,0,0,1
1456,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,52,49,42,47,42,46,47.541496,71,170,180,12,11,2,0,0,9.75,8,40,.53846157,0,0,1,0,0,0,0,0,1
4755,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44,55,44,53,48,56,52.993885,67,165,200,12,12,3,1,0,17.307692,17.799999,48,15.5,1,0,1,0,0,0,1,0,0
870,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,50,39,33,29,35,29,34.728374,72,141,170,9,12,5,1,0,19.153847,8.9300003,40,8.8461542,1,0,1,0,1,0,1,0,0
3235,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,50,61,54,59,53,55,60.627235,65,150,185,12,10,4,0,0,22.961538,10.65,40,4.7307692,0,0,1,0,2,1,0,0,0
412,0,1,0,0,1,37,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,54,57,55,50,50,45,56.26532,72,188,220,11,12,2,1,0,10.942307,15.62,40,3.1346154,1,1,0,0,0,1,0,0,0
1964,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,45,51,53,38,41,49.449833,71,155,175,12,8,3,1,0,22.057692,9.0900002,44,1.6730769,0,0,1,0,1,1,0,0,0
387,0,1,1,0,0,39,12,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,26,39,24,20,26,27,29.821222,74,150,190,10,7,4,1,0,14.076923,10.5,38,1.8461539,0,0,1,0,1,1,0,0,0
1672,0,1,0,0,1,39,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,40,57,52,59,47,54,57.901039,73,182,205,12,8,3,1,0,16.51923,3.75,40,5.75,0,0,1,0,1,0,0,1,0
1925,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,54,59,54,56,62,58,58.718899,75,195,240,12,12,2,0,0,23.115385,11.54,44,1.7307693,0,0,1,0,0,1,0,0,0
1966,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68,58,59,59,52,52,60.354614,70,185,162,17,14,3,1,0,17.153847,21.629999,48,1.1538461,0,0,1,0,1,0,0,0,1
2335,0,1,0,0,1,45,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,54,61,57,62,62,63,62.262951,74,150,165,12,10,1,1,,22.076923,21.360001,45,8.0192308,0,0,1,0,1,0,0,0,1
2939,0,1,0,0,1,44,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,62,65,60,62,53,59,65.261765,74,191,227,18,20,2,1,0,22.75,27.77,45,7.75,0,0,1,0,1,1,0,0,0
697,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,42,50,38,30,42,43.452202,67,165,185,3,12,5,0,0,21.461538,24,40,18.25,1,0,1,0,1,0,1,0,0
3873,0,1,0,0,1,42,20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,66,66,61,59,61,56,65.261765,75,230,330,18,18,2,1,0,13.346154,44.869999,60,1.2692307,0,0,1,0,1,0,1,0,0
4359,0,1,0,1,0,43,17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,46,54,56,57,51,51.630787,68,138,155,8,12,3,1,1,16.538462,13.9,55,12.519231,1,1,0,0,0,0,0,1,0
1601,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,50,45,50,56,61,56,49.995071,71,152,185,12,12,2,0,0,12.634615,31.459999,55,1.1923077,0,1,0,0,1,0,1,0,0
2089,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,40,38,41,41,53,46,39.635529,74,150,165,12,12,6,1,0,20.173077,15,40,18.115385,0,0,1,0,1,0,1,0,0
3482,0,1,0,0,1,43,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,34,43,42,35,40,39,40.998627,64,130,145,3,1,8,0,0,20.26923,20.5,40,11.711538,1,0,1,0,1,0,1,0,0
1433,0,1,1,0,0,39,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40,46,43,41,49,36,44.542679,69,160,180,11,12,2,0,0,16.096153,20.190001,40,16.115385,0,0,1,0,0,0,0,0,1
273,0,1,0,0,1,42,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48,57,59,47,61,57,56.537941,72,176,220,12,12,6,1,0,21.73077,16.15,50,.34615386,1,0,1,0,1,0,0,0,1
4498,0,1,0,0,1,39,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,50,50,47,56,62,52,51.903408,68,210,240,9,13,4,1,1,15.769231,17,40,1.8846154,0,0,1,0,1,0,0,1,0
1340,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,46,40,35,53,46,41,42.361725,67,212,280,11,4,2,1,0,17.865385,8.3999996,47,9.9615383,0,0,1,0,0,0,0,0,1
1565,0,1,0,0,1,38,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,62,59,56,41,59,61.717712,74,195,215,13,14,2,1,0,13.980769,48.07,40,1.0576923,0,0,1,0,1,0,0,1,0
